,Survived,SibSp,Parch,Fare,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Cabin_Unknown,Age_Adult,Age_Child,Age_Elderly,Age_Unknown
373,0,0,0,135.6333,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
374,0,3,1,21.075,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
375,1,1,0,82.1708,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
376,1,0,0,7.25,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
377,0,0,2,211.5,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
378,0,0,0,4.0125,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
379,0,0,0,7.775,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
380,1,0,0,227.525,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
381,1,0,2,15.7417,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
382,0,0,0,7.925,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
383,1,1,0,52.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
384,0,0,0,7.8958,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
385,0,0,0,73.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
386,0,5,2,46.9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
387,1,0,0,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
388,0,0,0,7.7292,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
389,1,0,0,12.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
390,1,1,2,120.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
391,1,0,0,7.7958,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
392,0,2,0,7.925,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
393,1,1,0,113.275,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
394,1,0,2,16.7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
395,0,0,0,7.7958,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
396,0,0,0,7.8542,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
397,0,0,0,26.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
398,0,0,0,10.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
399,1,0,0,12.65,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
400,1,0,0,7.925,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
401,0,0,0,8.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
402,0,1,0,9.825,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
403,0,1,0,15.85,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
404,0,0,0,8.6625,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
405,0,1,0,21.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
406,0,0,0,7.75,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
407,1,1,1,18.75,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
408,0,0,0,7.775,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
409,0,3,1,25.4667,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
410,0,0,0,7.8958,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
411,0,0,0,6.8583,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
412,1,1,0,90.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
413,0,0,0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
414,1,0,0,7.925,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
415,0,0,0,8.05,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
416,1,1,1,32.5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
417,1,0,2,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
418,0,0,0,13.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
419,0,0,2,24.15,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
420,0,0,0,7.8958,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
421,0,0,0,7.7333,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
422,0,0,0,7.875,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
423,0,1,1,14.4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
424,0,1,1,20.2125,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
425,0,0,0,7.25,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
426,1,1,0,26.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
427,1,0,0,26.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
428,0,0,0,7.75,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
429,1,0,0,8.05,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
430,1,0,0,26.55,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
431,1,1,0,16.1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
432,1,1,0,26.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
433,0,0,0,7.125,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
434,0,1,0,55.9,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
435,1,1,2,120.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
436,0,2,2,34.375,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
437,1,2,3,18.75,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
438,0,1,4,263.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
439,0,0,0,10.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
440,1,1,1,26.25,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
441,0,0,0,9.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
442,0,1,0,7.775,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
443,1,0,0,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
444,1,0,0,8.1125,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
445,1,0,2,81.8583,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
446,1,0,1,19.5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
447,1,0,0,26.55,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
448,1,2,1,19.2583,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
449,1,0,0,30.5,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
450,0,1,2,27.75,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
451,0,1,0,19.9667,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
452,0,0,0,27.75,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
453,1,1,0,89.1042,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
454,0,0,0,8.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
455,1,0,0,7.8958,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
456,0,0,0,26.55,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
457,1,1,0,51.8625,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
458,1,0,0,10.5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
459,0,0,0,7.75,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
460,1,0,0,26.55,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
461,0,0,0,8.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
462,0,0,0,38.5,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
463,0,0,0,13.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
464,0,0,0,8.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
465,0,0,0,7.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
466,0,0,0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
467,0,0,0,26.55,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
468,0,0,0,7.725,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
469,1,2,1,19.2583,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
470,0,0,0,7.25,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
471,0,0,0,8.6625,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
472,1,1,2,27.75,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
473,1,0,0,13.7917,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
474,0,0,0,9.8375,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
475,0,0,0,52.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
476,0,1,0,21.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
477,0,1,0,7.0458,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
478,0,0,0,7.5208,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
479,1,0,1,12.2875,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
480,0,5,2,46.9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
481,0,0,0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
482,0,0,0,8.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
483,1,0,0,9.5875,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
484,1,1,0,91.0792,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
485,0,3,1,25.4667,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
486,1,1,0,90.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
487,0,0,0,29.7,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
488,0,0,0,8.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
489,1,1,1,15.9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
490,0,1,0,19.9667,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
491,0,0,0,7.25,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
492,0,0,0,30.5,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
493,0,0,0,49.5042,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
494,0,0,0,8.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
495,0,0,0,14.4583,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
496,1,1,0,78.2667,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
497,0,0,0,15.1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
498,0,1,2,151.55,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
499,0,0,0,7.7958,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
500,0,0,0,8.6625,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
501,0,0,0,7.75,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
502,0,0,0,7.6292,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
503,0,0,0,9.5875,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
504,1,0,0,86.5,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
505,0,1,0,108.9,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
506,1,0,2,26.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
507,1,0,0,26.55,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
508,0,0,0,22.525,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
509,1,0,0,56.4958,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
510,1,0,0,7.75,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
511,0,0,0,8.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
512,1,0,0,26.2875,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
513,1,1,0,59.4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
514,0,0,0,7.4958,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
515,0,0,0,34.0208,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
516,1,0,0,10.5,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
517,0,0,0,24.15,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
518,1,1,0,26.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
519,0,0,0,7.8958,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
520,1,0,0,93.5,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
521,0,0,0,7.8958,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
522,0,0,0,7.225,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
523,1,0,1,57.9792,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
524,0,0,0,7.2292,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
525,0,0,0,7.75,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
526,1,0,0,10.5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
527,0,0,0,221.7792,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
528,0,0,0,7.925,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
529,0,2,1,11.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
530,1,1,1,26.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
531,0,0,0,7.2292,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
532,0,1,1,7.2292,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
533,1,0,2,22.3583,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
534,0,0,0,8.6625,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
535,1,0,2,26.25,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
536,0,0,0,26.55,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
537,1,0,0,106.425,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
538,0,0,0,14.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
539,1,0,2,49.5,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
540,1,0,2,71.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
541,0,4,2,31.275,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
542,0,4,2,31.275,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
543,1,1,0,26.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
544,0,1,0,106.425,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
545,0,0,0,26.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
546,1,1,0,26.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
547,1,0,0,13.8625,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
548,0,1,1,20.525,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
